match_id,fecha,jornada,competicion,equipo_local,equipo_visitante,resultado,goles_local,goles_visitante,estadio,arbitro,manager_local,manager_visitante,res_local,res_visitante,titulares_local_ids,suplentes_local_ids,titulares_visitante_ids,suplentes_visitante_ids,goleadores_local_ids,goles_local_count,goleadores_visitante_ids,goles_visitante_count,cantidad_tarjetas_amarillas_local,id_jugadores_local_amarilla,cantidad_tarjetas_amarillas_visita,id_jugadores_visitante_amarilla,cantidad_tarjetas_rojas_local,id_jugadores_local_roja,cantidad_tarjetas_rojas_visita,id_jugadores_visitante_roja,Cuota 1,Cuota X,Cuota 2
31132,2023-04-08,Round 28,First Division,Real Madrid,Villarreal,2-3,2,3,Estadio Santiago Bernabéu  (Madrid),Alberola Rojas,Ancelotti,Quique Setién,2,3,"13727,101266,93402,93161,200113,28344,15261,25618,20660,16806,12426","20583,22869,18002,22396,20659,202439,95685,301239,101005,19004,26682,92802","1504,25374,23355,82607,23095,15143,304049,28150,6164,24868,15094","301763,15239,7010,200072,6268,43155,206145,43154,24508",20660,1.0,"24868,301763,24868",3.0,0.0,0,3.0,"25374,23095,15094",0.0,0,0.0,0,1.47,4.72,6.27
31134,2023-04-08,Round 28,First Division,Espanyol,Athletic Club,1-2,1,2,RCDE Stadium  (Cornella de Llobregat),Munuera Montero,Luis García,Valverde,1,2,"7502,27951,23525,29990,12498,22623,28184,15228,23319,82667,9301","21352,12532,23627,30024,100420,22175,21334,26538,84443,25298,28136","22117,9277,22519,201038,12460,20793,16832,300444,19025,202397,20178","20796,202395,9438,12441,43075,8502,20795,2294,201266,204337,26897,20797",15228,1.0,"202397,43075",2.0,5.0,"23525,22623,82667,21352,12532",4.0,"22117,9277,20793,300444",1.0,12532,0.0,0,2.93,3.774585253456221,3.0643333333333334
31137,2023-04-08,Round 28,First Division,Osasuna,Elche,2-1,2,1,Estadio El Sadar  (Pamplona (Iruñea),González Fuertes,Arrasate,Beccacece,2,1,"201045,302292,201317,201018,22773,43090,8678,20098,26976,19024,27214","23928,22606,18046,9395,19227,27496,86177,22669,201971","300473,29916,301062,301796,110148,16308,101267,12544,301250,23370,27250","25422,13547,402078,27077,22880,402377,8650,46978,19003,18171,23015,20249","26976,26976",2.0,23370,1.0,1.0,23928,3.0,"29916,12544,27250",0.0,0,0.0,0,1.8,3.51,4.79
31139,2023-04-08,Round 28,First Division,Real Sociedad,Getafe,2-0,2,0,Reale Arena  (Donostia-San Sebastián),Melero López,Imanol,Quique,2,0,"201983,22358,23755,22404,22578,22429,19027,21041,537,22053,26515","28737,202438,12582,22759,28332,27698,402482,26732,22314,22472,43069,301310","402491,300527,13741,29122,29635,19021,20254,22127,16773,22115,20260","21199,22699,23117,23198,22333,41998,15246,45278,4123,21608,82469,304045","22053,26515",2.0,0,0.0,2.0,"22429,12582",1.0,22127,0.0,0,0.0,0,1.73,3.28,5.93
31131,2023-04-09,Round 28,First Division,Betis,Cádiz,0-2,0,2,Estadio Benito Villamarín  (Sevilla),Cuadra Fernández,Pellegrini,Sergio,0,2,"70320,23106,27431,20033,21475,27658,70061,101804,303958,8496,102337","23105,30360,1288,12409,30140,15205,22843,4149,21125,442","101852,401449,301762,200433,23739,102234,301125,24735,20004,7569,401141","102277,8567,4027,22082,300529,400345,23943,22631,12944,8750,43000,401528",0,0.0,"301125,24735",2.0,3.0,"21475,70061,101804",3.0,"102234,7569,400345",2.0,"23106,8496",0.0,0,1.66,3.68,5.66
31133,2023-04-09,Round 28,First Division,Almería,Valencia,2-1,2,1,Power Horse Stadium – Estadio de los Juegos Mediterráneos  (Almería),Sánchez Martínez,Rubi,Baraja,2,1,"400349,40009,22608,22194,85055,23445,27821,19074,202422,101283,24320","202079,201285,20084,26997,32898,53010,47373,30012,14000,15237,29394,12415","12935,15258,29636,28075,301280,23912,23702,24700,25825,78945,18155","97175,23542,43144,26778,13277,22451,26925,302283,26746,100145,13178,15211","202422,22194",2.0,18155,1.0,3.0,"22608,19074,24320",2.0,"15258,43144",0.0,0,0.0,0,3.36,3.37,2.19
31135,2023-04-09,Round 28,First Division,Rayo Vallecano,Atlético de Madrid,1-2,1,2,Estadio de Vallecas  (Madrid),De Burgos Bengoetxea,Iraola,Simeone,1,2,"402399,3793,22401,13748,28183,21187,21514,202401,21120,402020,19972","17562,2121,24698,13729,21812,20188,576,22568,401011,26734,1914,20945","18149,29588,20150,15204,95524,22037,18142,82276,12503,12581,8571","82564,101062,13283,95591,70839,19830,21191,18027,13196",28183,1.0,"29588,20150",2.0,0.0,0,0.0,0,1.0,13748,0.0,0,4.75,3.43,1.81
31138,2023-04-09,Round 28,First Division,Valladolid,Mallorca,3-3,3,3,Estadio Municipal José Zorrilla  (Valladolid),Muñiz Ruiz,Pezzolano,Aguirre,3,3,"300050,13192,200646,402016,22258,101009,24419,24318,200585,43792,25806","49386,401040,22619,25057,9392,29328,24297,12518,24053,4062,200847","25705,301806,45532,20741,401446,12615,23365,13763,20066,23558,28512","82249,5533,301113,20889,27804,29454,23528,42672,11677,40777","24419,49386,22619",3.0,"28512,23365,28512",3.0,3.0,"200646,200585,43792",5.0,"20741,12615,23365,13763,301113",0.0,0,0.0,0,2.53,2.86,3.28
31130,2023-04-10,Round 28,First Division,Barcelona,Girona,0-0,0,0,Spotify Camp Nou  (Barcelona),Mateu Lahoz,Xavi,Míchel,0,0,"93292,84324,300367,304055,21908,20068,11269,6857,23758,70294,93207","82206,9333,23403,204005,12428,43083,201571,24589,29687,22923,204302","95715,15099,24523,300554,24664,20955,21033,300056,9405,1049633,1010860","302245,23741,19835,20948,12663,12965,304051,9371,101023,26769,6287",0,0.0,0,0.0,0.0,0,2.0,"1010860,12663",0.0,0,0.0,0,1.32,5.44,9.29
31147,2023-04-14,Round 29,First Division,Rayo Vallecano,Osasuna,2-1,2,1,Estadio de Vallecas  (Madrid),Munuera Montero,Iraola,Arrasate,2,1,"402399,3793,22401,17562,28183,21187,21514,2121,21120,402020,21812","26734,20945,401011,13729,576,84014,19972,20188,1914,202401,22568,24698","201045,302292,201018,100312,22773,43090,23928,22606,26976,19024,9395","18046,8678,86177,27214,201317,19227,201971,27496,27661","100312,21120",2.0,8678,1.0,2.0,"22401,402020",3.0,"201018,9395,8678",0.0,0,0.0,0,2.02,3.18,4.12
31140,2023-04-15,Round 29,First Division,Athletic Club,Real Sociedad,2-0,2,0,San Mamés  (Bilbao),Soto Grado,Valverde,Imanol,2,0,"22117,201266,202395,201038,12460,20793,16832,300444,43075,202397,20178","22519,12441,9438,2294,19025,20795,20796,22447,26897,204337,8502,20797","201983,22358,22240,22404,22578,22483,19027,21041,537,22053,26515","202438,26732,22759,28332,28737,301310,22314,12582,22429,22472,23755,402482","202397,202397",2.0,0,0.0,5.0,"201266,202395,300444,20178,22519",2.0,"22240,22404",0.0,0,0.0,0,3.69,3.05,2.2
31141,2023-04-15,Round 29,First Division,Betis,Espanyol,3-1,3,1,Estadio Benito Villamarín  (Sevilla),Hernández Hernández,Pellegrini,Luis García,3,1,"70320,300052,27431,23105,21475,27658,70061,4149,30140,101804,102337","22843,1288,15205,303958,12409,20285,442,204353,30360,21125,28786","7502,27951,29990,300366,12498,23627,30024,15228,23319,82667,9301","84443,25298,28136,100420,23300,106528,26538,29991,28184,21334,22175,22623","101804,21475,70061",3.0,29990,1.0,2.0,"300052,27431",2.0,"12498,30024",0.0,0,0.0,0,1.99,3.31,3.99
31143,2023-04-15,Round 29,First Division,Cádiz,Real Madrid,0-2,0,2,Estadio Nuevo Mirandilla  (Cádiz),Gil Manzano,Sergio,Ancelotti,0,2,"101852,43000,301762,200433,23739,102234,301125,24735,20004,7569,401141","102277,8567,300529,22082,4027,400345,8750,22631,12944,401528,23943","13727,101266,20583,93402,200113,28344,22396,15261,25618,16806,12426","22869,18002,95685,301239,202439,26682,19004,93161,101005,20659",0,0.0,"200113,16806",2.0,1.0,301125,0.0,0,0.0,0,0.0,0,6.07,4.11,1.55
31144,2023-04-15,Round 29,First Division,Villarreal,Valladolid,1-2,1,2,Estadio de la Cerámica  (Villarreal),Iglesias Villanueva,Quique Setién,Pezzolano,1,2,"1504,6268,23355,82607,23095,15143,304049,28150,6164,24868,301763","2290,7010,15097,91017,43154,24508,200072,43155,15239","300050,13192,24053,402016,29328,24419,22619,24318,49386,43792,25806","12518,22258,200585,24297,25057,18052,4062,101009,9392,401040,200646",91017,1.0,"49386,29328",2.0,1.0,23095,6.0,"300050,24419,22619,49386,200585,25057",0.0,0,0.0,0,1.45,4.74,6.48
31145,2023-04-16,Round 29,First Division,Getafe,Barcelona,0-0,0,0,Coliseum Alfonso Pérez  (Getafe),Pulido Santana,Quique,Xavi,0,0,"402491,13741,29122,29635,19021,21199,20254,22127,16773,22115,20260","41998,300527,22699,23117,23198,21608,15246,45278,304045,82469,22333,4123","93292,84324,300367,21908,20068,9333,11269,82206,6857,70294,93207","23403,304055,23758,43083,29687,12428,22923,24589,204005",0,0.0,0,0.0,2.0,"13741,29635",1.0,11269,0.0,0,0.0,0,5.28,3.53,1.73
31146,2023-04-16,Round 29,First Division,Girona,Elche,2-0,2,0,Estadi Municipal de Montilivi  (Girona),Figueroa Vázquez,Míchel,Beccacece,2,0,"95715,15099,24523,9371,24664,20955,21033,300056,9405,1049633,1010860","304051,302245,20948,19835,12663,12965,23741,101023,26769,6287","20249,29916,301062,301796,110148,19003,16308,101267,301250,23370,27250","23015,25422,46978,27077,21649,13547,18171,402377,21044,8650,22880,13295","1010860,300056",2.0,0,0.0,3.0,"24523,300056,1010860",3.0,"16308,301250,27250",0.0,0,1.0,27077,1.44,4.81,6.94
31148,2023-04-16,Round 29,First Division,Valencia,Sevilla,0-2,0,2,Estadio de Mestalla  (Valencia),Del Cerro Grande,Baraja,Mendilibar,0,2,"12935,15258,29636,28075,302283,301280,26746,26778,23702,18155,97175","26925,40604,22451,25825,24700,24581,100145,15211,23542,13277,43144,13178","20128,1251,78077,29431,95741,301804,84013,21682,19975,82287,20092","404684,29165,8548,23132,97738,70090,19973,205520,97612,25763,101861",0,0.0,"29431,19975",2.0,1.0,24700,4.0,"78077,301804,82287,404684",1.0,26746,0.0,0,2.11,3.32,3.62
31149,2023-04-16,Round 29,First Division,Atlético de Madrid,Almería,2-1,2,1,Estádio Cívitas Metropolitano  (Madrid),Díaz de Mera,Simeone,Rubi,2,1,"18149,29588,70839,20150,15204,22037,18142,82276,12503,20017,12581","13283,101062,8571,27643,95591,19830,82564,13285,18027,21191","400349,29394,32898,22194,85055,23445,27821,19074,202422,101283,24320","40009,15237,202079,26997,12415,70364,14000,201285,30012,47373","12581,12581",2.0,,0.0,3.0,"22037,13283,18027",3.0,"22194,85055,26997",0.0,0,0.0,0,1.22,6.97,12.3
31142,2023-04-17,Round 29,First Division,Celta de Vigo,Mallorca,0-1,0,1,Abanca-Balaídos  (Vigo),Ortiz Arias,Carlos Carvalhal,Aguirre,0,1,"102347,12600,25612,22336,20173,26424,20079,20482,27601,6326,97703","28810,78168,29002,70504,23230,25297,45101,100426,22499,12214,43007,102936","25705,301806,45532,20741,401446,20889,23365,13763,20066,23558,28512","23373,29454,5533,42672,23528,301113,27804,11677,403744,40777,82249",0,0.0,20066,1.0,1.0,12600,1.0,23365,1.0,12600,0.0,0,1.79,3.28,5.27
31157,2023-04-21,Round 30,First Division,Espanyol,Cádiz,0-0,0,0,RCDE Stadium  (Cornella de Llobregat),Martínez Munuera,Luis García,Sergio,0,0,"7502,23525,29990,300366,12498,23300,23627,22623,15228,82667,9301","100420,12532,28136,23319,28184,84443,27951,21352,30024,21334,22175,25298","28767,401449,301762,200433,23739,102234,301125,24735,20004,7569,401141","23943,22082,300529,8567,400345,43000,22631,403792,101852,12944,46891,4027",0,0.0,0,0.0,4.0,"23525,29990,12498,12532",2.0,"401449,102234",0.0,0,0.0,0,2.14,3.15,3.72
31152,2023-04-22,Round 30,First Division,Almería,Athletic Club,1-2,1,2,Power Horse Stadium – Estadio de los Juegos Mediterráneos  (Almería),Pizarro Gómez,Rubi,Valverde,1,2,"400349,40009,22608,22194,85055,23445,27821,19074,202422,101283,24320","20084,12415,15237,30012,70364,202079,47373,201285,14000,32898","22117,9277,202395,201038,12460,20793,16832,9438,43075,202397,20178","20797,2294,19025,22519,20795,22447,20796,26897,204337,8502,201266",23445,1.0,"43075,9277",2.0,2.0,"85055,20084",4.0,"20793,16832,20797,19025",0.0,0,0.0,0,3.498285714285714,3.774585253456221,3.0643333333333334
31154,2023-04-22,Round 30,First Division,Osasuna,Betis,3-2,3,2,Estadio El Sadar  (Pamplona (Iruñea),Alberola Rojas,Arrasate,Pellegrini,3,2,"201971,18046,201018,100312,86177,43090,23928,22606,26976,19024,27214","9395,27496,22773,19227,302292,201045,301767,201317,21481","70320,300052,27431,23105,21475,27658,70061,4149,30140,101804,102337","30360,303958,1288,15205,8496,21125,20285,442,20033,22843,28786","27214,27214,22606",3.0,"21475,27658",2.0,2.0,"100312,9395",0.0,0,0.0,0,0.0,0,2.4,3.14,3.17
31155,2023-04-22,Round 30,First Division,Real Madrid,Celta de Vigo,2-0,2,0,Estadio Santiago Bernabéu  (Madrid),Mateu Lahoz,Ancelotti,Carlos Carvalhal,2,0,"13727,20583,93402,22869,200113,28344,22396,15261,20660,16806,12426","18002,101266,25618,26682,101005,202439,301239,20659,19004,92802,95685","102347,100426,22336,20173,26424,20079,20482,12214,78168,6326,97703","25938,45101,29002,70504,25297,23599,27601,22499,28810,43007","16806,20583",2.0,0,0.0,1.0,15261,2.0,"100426,20173",0.0,0,0.0,0,1.26,6.17,10.67
31158,2023-04-22,Round 30,First Division,Real Sociedad,Rayo Vallecano,2-1,2,1,Reale Arena  (Donostia-San Sebastián),Muñiz Ruiz,Imanol,Iraola,2,1,"201983,202438,22240,23755,22578,22483,19027,537,22759,22053,28332","21041,12582,402482,28737,26515,22314,26732,22429,41894,22472,43069,22358","402399,3793,17562,13748,28183,21187,21514,2121,24698,21120,19972","202401,401011,26734,21812,20945,1914,576,84014,20188,22568",28332,1.0,21120,1.0,1.0,22578,2.0,"21187,21514",0.0,0,0.0,0,1.66,3.66,5.74
31159,2023-04-22,Round 30,First Division,Valladolid,Girona,1-0,1,0,Estadio Municipal José Zorrilla  (Valladolid),Melero López,Pezzolano,Míchel,1,0,"300050,13192,402016,29328,9392,24419,22619,24318,49386,43792,25806","24053,22258,18052,24297,200585,101009,401040,4062,25057,401525,12518,200646","95715,15099,9371,6287,24664,20955,21033,302245,300056,1049633,12663","20948,12965,27971,23741,19835,26769,201310,304051,101023",22619,1.0,0,0.0,1.0,49386,1.0,20955,0.0,0,0.0,0,2.5,3.34,2.84
31150,2023-04-23,Round 30,First Division,Elche,Valencia,0-2,0,2,Estadio Manuel Martínez Valero  (Elche),Cuadra Fernández,Beccacece,Baraja,0,2,"300473,8650,301062,301796,110148,19003,101267,12544,301250,23370,27250","13547,18171,25422,402377,46978,22880,21649,402078,20249,23015,21044","12935,15258,29636,28075,15211,301280,23912,26778,23702,25825,97175","13277,40502,40604,302283,1047810,100145,26925,301736,40605,13178,23542",0,0.0,25825,1.0,3.0,"301796,110148,18171",1.0,26778,0.0,0,0.0,0,4.3,3.55,1.87
31151,2023-04-23,Round 30,First Division,Sevilla,Villarreal,2-1,2,1,Sánchez-Pizjuán (Sevilla),De Burgos Bengoetxea,Mendilibar,Quique Setién,2,1,"20128,404684,25763,29431,27076,29444,19973,8548,21682,19975,23132","1251,97738,84013,20092,82287,78077,101861,95741,12372,97612,70090","1504,25374,23355,82607,23095,15143,28150,6164,24868,301763,15094","24508,7010,304049,91017,15097,43155,43154,15239,200072","23132,20092",2.0,23355,1.0,1.0,97738,2.0,"25374,82607",0.0,0,0.0,0,2.91,3.32,2.44
31153,2023-04-23,Round 30,First Division,Barcelona,Atlético de Madrid,1-0,1,0,Spotify Camp Nou  (Barcelona),Sánchez Martínez,Xavi,Simeone,1,0,"93292,84324,21908,12428,20068,11269,78218,6857,70294,23403,93207","304055,82206,25651,23758,22923,29687,9333,24589,43083,304240","18149,29588,70839,20150,15204,95524,18142,82564,82276,20017,12581","21191,8571,101062,13283,19830,27643,95591,12503",23403,1.0,0,0.0,4.0,"12428,11269,6857,70294",8.0,"15204,95524,12581,21191,8571,101062,13283,19830",0.0,0,0.0,0,1.94,3.37,4.11
31156,2023-04-23,Round 30,First Division,Mallorca,Getafe,3-1,3,1,Visit Mallorca Estadi  (Palma de Mallorca),González Fuertes,Aguirre,Quique,3,1,"25705,301806,45532,20741,401446,20889,23365,13763,20066,23558,28512","82249,23373,12615,301113,100293,25982,5533,40777,11677,23528,24644,29454","402491,13741,29122,29635,19021,21199,20254,22127,16773,22115,20260","23198,101289,23117,300527,45278,4123,41998,21608,304045,82469,15246,22333","23558,401446,23558",3.0,22115,1.0,2.0,"401446,13763",3.0,"29635,101289,23117",0.0,0,0.0,0,2.61,2.6,3.52
31162,2023-04-25,Round 31,First Division,Betis,Real Sociedad,0-0,0,0,Estadio Benito Villamarín  (Sevilla),Martínez Munuera,Pellegrini,Imanol,0,0,"70320,23106,27431,20033,21475,27658,70061,4149,101804,303958,8496","102337,30140,23105,300052,20285,22843,15205,30360,21125,1288","201983,22358,22240,22404,22578,22483,21041,12582,22053,26515,28332","202438,19027,537,402482,22759,26732,22472,23755,28737,43069,22314,22429",0,0.0,0,0.0,1.0,27658,3.0,"22240,22578,22483",0.0,0,0.0,0,2.81,3.11,2.68
31164,2023-04-25,Round 31,First Division,Cádiz,Osasuna,0-1,0,1,Estadio Nuevo Mirandilla  (Cádiz),Del Cerro Grande,Sergio,Arrasate,0,1,"28767,401449,23943,200433,23739,102234,301125,24735,20004,7569,300529","22631,8567,22082,401141,4027,43000,101852,46891,12944,400345","201045,302292,201317,22773,86177,27496,43090,8678,19227,301767,27214","100312,26976,22606,201018,201971,18387,8752,23928,19024,18046,21481",0,0.0,301767,1.0,0.0,0,1.0,22773,0.0,0,1.0,26976,2.08,3.16,3.94
31166,2023-04-25,Round 31,First Division,Girona,Real Madrid,4-2,4,2,Estadi Municipal de Montilivi  (Girona),Iglesias Villanueva,Míchel,Ancelotti,4,2,"95715,15099,19835,24523,9371,304051,20955,300056,23741,1049633,1010860","24664,20948,12965,27971,12663,101023,6287,201310,26769","20659,101005,20583,93402,200113,22396,92802,18002,25618,20660,16806","22869,101266,28344,301239,26682,27970,19004,104222,202439,24969","1010860,1010860,1010860,1010860",4.0,"20660,101266",2.0,1.0,15099,2.0,"20583,20660",0.0,0,0.0,0,5.15,4.19,1.62
31161,2023-04-26,Round 31,First Division,Atlético de Madrid,Mallorca,3-1,3,1,Estádio Cívitas Metropolitano  (Madrid),Pulido Santana,Simeone,Aguirre,3,1,"19830,29588,70839,20150,15204,18142,82564,82276,12503,12581,8571","18027,13283,101062,20017,13285,40607,27643,21191,13196,95591","25705,301806,24644,45532,95720,12615,23373,23365,100293,5533,301113","20889,20066,23558,28512,23528,25982,29454,40777,11677,42672,403744","18142,8571,82276",3.0,95720,1.0,0.0,0,0.0,0,0.0,0,0.0,0,1.34,4.76,11.17
31163,2023-04-26,Round 31,First Division,Celta de Vigo,Elche,1-0,1,0,Abanca-Balaídos  (Vigo),Díaz de Mera,Carlos Carvalhal,Beccacece,1,0,"102347,12600,25612,20173,26424,20079,20482,78168,23230,70504,6326","29002,22336,25297,28810,27601,43007,25938,45101,22499,100426,12214,97703","300473,22880,301796,110148,402377,16308,101267,12544,301250,21649,23370","27077,23015,27250,19003,13547,20249,18171,25422,402078,46978,21044,8650",25612,1.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1.36,4.98,8.69
31167,2023-04-26,Round 31,First Division,Rayo Vallecano,Barcelona,2-1,2,1,Estadio de Vallecas  (Madrid),Gil Manzano,Iraola,Xavi,2,1,"402399,3793,22401,13748,28183,21514,202401,2121,21120,402020,21812","26734,20945,401011,17562,19972,24698,20687,1914,84014,22568,20188,576","93292,84324,21908,12428,20068,11269,25651,78218,70294,23403,93207","9333,304055,82206,43083,23758,15107,22923,24589,201571,304240","402020,28183",2.0,93207,1.0,1.0,402399,4.0,"20068,11269,70294,9333",0.0,0,0.0,0,4.98,3.82,1.71
31169,2023-04-26,Round 31,First Division,Getafe,Almería,1-2,1,2,Coliseum Alfonso Pérez  (Getafe),Alberola Rojas,Quique,Rubi,1,2,"402491,300527,13741,29122,29635,19021,20254,22127,16773,22115,20260","21199,23117,304045,101289,23198,45278,82469,21608,15246,22333,4123,41998","400349,20084,22608,22194,23445,19074,202422,202079,15237,101283,24320","201285,26997,27821,32898,12415,40009,14000,29394,70364,53010,30012,20049",22115,1.0,"24320,24320",2.0,2.0,"29635,21199",2.0,"22194,202422",1.0,19021,0.0,0,1.83,3.48,4.68
31160,2023-04-27,Round 31,First Division,Athletic Club,Sevilla,0-1,0,1,San Mamés  (Bilbao),Hernández Hernández,Valverde,Mendilibar,0,1,"22117,9277,22519,202395,12460,20793,300444,9438,43075,202397,20178","20795,2294,19025,204337,22447,26897,201266,20796,8502,110668","20128,1251,78077,29431,29160,84013,8548,19975,82287,97738,20092","404684,27076,29444,21682,97612,205520,19973,95741,70090,101861,23132",0,0.0,82287,1.0,3.0,"202395,20793,2294",3.0,"29160,82287,97738",0.0,0,0.0,0,1.81,3.55,4.67
31165,2023-04-27,Round 31,First Division,Valencia,Valladolid,2-1,2,1,Estadio de Mestalla  (Valencia),Munuera Montero,Baraja,Pezzolano,2,1,"12935,15258,29636,28075,15211,301280,23912,26778,23702,25825,97175","24700,40604,40502,26746,302283,100145,1047810,13178,301736,13277,26925,23542","300050,13192,402016,29328,9392,24419,22619,24318,49386,43792,25806","25057,22258,24297,21222,101009,4062,401040,18052,200585,200646,24053,12518","28075,40604",2.0,43792,1.0,0.0,0,4.0,"300050,402016,24419,24318",0.0,0,0.0,0,1.71,3.79,4.98
31168,2023-04-27,Round 31,First Division,Villarreal,Espanyol,4-2,4,2,Estadio de la Cerámica  (Villarreal),Soto Grado,Quique Setién,Luis García,4,2,"1504,25374,23355,82607,7010,28150,6164,91017,15097,24868,15094","23095,15143,304049,200072,24508,110325,43154,15239,43155","7502,23525,21352,29990,300366,30024,28136,15228,23319,82667,9301","106528,28184,23627,23300,21334,27951,84443,12498,26538,22175,25298,100420","91017,6164,15097,91017",4.0,"23319,9301",2.0,2.0,"15097,15094",4.0,"23525,21352,29990,23319",0.0,0,1.0,28184,1.54,4.3,5.89
31174,2023-04-28,Round 32,First Division,Osasuna,Real Sociedad,0-2,0,2,Estadio El Sadar  (Pamplona (Iruñea),Pizarro Gómez,Arrasate,Imanol,0,2,"201971,18046,100312,22773,86177,27496,23928,22606,8678,19024,9395","301767,43090,8752,27214,21481,26774,302292,201045,19227,201317","201983,202438,22240,22404,22578,22483,19027,537,28737,22759,402482","22358,21041,28332,26515,22053,22314,12582,26732,22472,23755,22429,43069",0,0.0,26515,1.0,3.0,"22773,86177,22606",1.0,22240,0.0,0,0.0,0,3.73,2.98,2.24
31170,2023-04-29,Round 32,First Division,Barcelona,Betis,4-0,4,0,Spotify Camp Nou  (Barcelona),Del Cerro Grande,Xavi,Pellegrini,4,0,"93292,84324,21908,84094,20068,11269,25651,78218,6857,70294,93207","12428,23758,82206,304240,84451,22923,23403,304055,43083,24589,9333","70320,300052,27431,20033,21475,27658,70061,30140,101804,8496,15205","23105,1288,12409,30360,22843,303958,23106,20285,4149,442,21125","84094,93207,70294",3.0,0,0.0,0.0,0,1.0,23105,0.0,0,1.0,23105,1.37,5.03,8.19
31171,2023-04-29,Round 32,First Division,Elche,Rayo Vallecano,4-0,4,0,Estadio Manuel Martínez Valero  (Elche),Melero López,Beccacece,Iraola,4,0,"300473,22880,13547,301796,110148,402377,16308,12544,301250,23370,27250","8650,25422,19003,46978,27077,53680,18171,21044,402078,23015,20249","402399,3793,22401,13748,28183,26734,21187,21120,402020,401011,21812","21514,202401,17562,2121,19972,1914,84014,576,24698,22568,20188,20945","23370,27250,12544,16308",4.0,0,0.0,1.0,301796,2.0,"402020,20188",0.0,0,1.0,13748,3.94,3.31,2.01
31178,2023-04-29,Round 32,First Division,Real Madrid,Almería,4-2,4,2,Estadio Santiago Bernabéu  (Madrid),Cuadra Fernández,Ancelotti,Rubi,4,2,"13727,101266,20583,93402,22869,28344,15261,92802,25618,20660,12426","200113,101005,16806,95685,20659,26682,301239,19004,22396,202439","400349,40009,29394,22608,85055,20049,27821,202079,12415,30012,26997","202422,19074,201285,23445,24320,53010,70364,15237,101283,14000,20084","12426,12426,12426,25618",4.0,"30012,19074",2.0,2.0,"22869,20660",2.0,"29394,30012",0.0,0,0.0,0,1.13,9.41,19.22
31172,2023-04-30,Round 32,First Division,Cádiz,Valencia,2-1,2,1,Estadio Nuevo Mirandilla  (Cádiz),De Burgos Bengoetxea,Sergio,Baraja,2,1,"28767,43000,301762,200433,23739,102234,22082,20018,24735,7569,401141","102277,22631,20004,8750,301125,400345,101852,8567,12944,4027,46891","12935,15258,29636,13277,28075,302283,23912,26746,26778,24700,25825","22681,97175,18155,40502,40604,301280,1047810,13178,26925,15211,100145,23702","20018,401141",2.0,25825,1.0,6.0,"28767,200433,23739,102234,7569,8750",2.0,"26746,18155",0.0,0,0.0,0,4.334285714285714,3.774585253456221,4.345285714285715
31173,2023-04-30,Round 32,First Division,Espanyol,Getafe,1-0,1,0,RCDE Stadium  (Cornella de Llobregat),Sánchez Martínez,Luis García,Bordalás,1,0,"7502,23525,21352,300366,12498,23300,23627,15228,100420,82667,9301","21032,12532,30024,23319,21334,28136,26712,25298,27951,26538,106528,22175","402491,300527,13741,41998,29122,29635,23117,23198,20254,22115,20260","15246,45278,16773,101289,304045,22699,22333,82469,21608,43254,4123",9301,1.0,0,0.0,4.0,"23627,82667,12532,21334",5.0,"29122,23117,23198,20254,304045",0.0,0,0.0,0,2.41,2.95,3.32
31176,2023-04-30,Round 32,First Division,Valladolid,Atlético de Madrid,2-5,2,5,Estadio Municipal José Zorrilla  (Valladolid),Mateu Lahoz,Pezzolano,Simeone,2,5,"300050,13192,24053,402016,29328,24419,22619,24318,24297,43792,25806","9392,101009,401040,12518,21222,25057,200646,200847,4062,22258,200585","19830,29588,70839,20150,15204,18142,82564,82276,12503,12581,8571","101062,25004,18027,20017,13285,13283,21191,27643,95591","43792,9392",2.0,"29588,15204,8571,25004",4.0,2.0,"24419,22619",1.0,20150,0.0,0,0.0,0,5.01,3.85,1.68
31177,2023-04-30,Round 32,First Division,Villarreal,Celta de Vigo,3-1,3,1,Estadio de la Cerámica  (Villarreal),González Fuertes,Quique Setién,Carlos Carvalhal,3,1,"1504,25374,23355,82607,7010,28150,6164,91017,15097,24868,15094","304049,15143,23095,43155,200072,2290,24508,15239,43154,110325","102347,100426,25612,22336,20173,20482,25297,29002,78168,28810,97703","20079,27601,26424,6326,70504,12600,12214,45101,23599,43007,22499","15097,15097,15143",3.0,28810,1.0,1.0,91017,4.0,"100426,22336,78168,97703",0.0,0,0.0,0,1.62,3.95,5.53
31175,2023-05-01,Round 32,First Division,Mallorca,Athletic Club,1-1,1,1,Visit Mallorca Estadi  (Palma de Mallorca),Figueroa Vázquez,Aguirre,Valverde,1,1,"25705,301806,24644,20741,401446,12615,23365,13763,20066,23558,28512","45532,23373,20889,29454,100293,301113,26297,23528,82249,40777,5533,11677","26897,20796,22519,202395,12460,16832,9438,19025,202397,2294,20178","9277,20797,300444,204337,43075,8502,202398,22117,20795,110668",23558,1.0,202397,1.0,4.0,"301806,401446,13763,28512",2.0,"12460,43075",1.0,401446,0.0,0,3.106666666666666,3.774585253456221,3.0643333333333334
