match_id,fecha,jornada,competicion,equipo_local,equipo_visitante,resultado,goles_local,goles_visitante,estadio,arbitro,manager_local,manager_visitante,res_local,res_visitante,titulares_local_ids,suplentes_local_ids,titulares_visitante_ids,suplentes_visitante_ids,goleadores_local_ids,goles_local_count,goleadores_visitante_ids,goles_visitante_count,cantidad_tarjetas_amarillas_local,id_jugadores_local_amarilla,cantidad_tarjetas_amarillas_visita,id_jugadores_visitante_amarilla,cantidad_tarjetas_rojas_local,id_jugadores_local_roja,cantidad_tarjetas_rojas_visita,id_jugadores_visitante_roja,Cuota 1,Cuota X,Cuota 2
30411,2021-04-25,Round 32,First Division,Celta de Vigo,Osasuna,2-1,2,1,Balaidos,Soto Grado,Coudet,Arrasate,2,1,"102347,12600,20840,401404,25612,21041,78168,100420,18067,6326,300046","100426,12214,23137,20079,20289,84017,22803,22585","201971,12479,100463,201317,86177,22606,301767,20098,8513,19024,27214","22773,21481,300174,201014,300477,20120,302292,201018,25219,15,22597,21427","6326,401404",2.0,300174,1.0,1.0,6326,4.0,"86177,20098,8513,22773",0.0,0,0.0,0,1.79,3.65,4.68
30413,2021-04-25,Round 32,First Division,Huesca,Getafe,0-2,0,2,Estadio El Alcoraz,Martínez Munuera,Pacheta,Bordalás,0,2,"4079,2217,200430,101119,26625,20173,22333,200076,6163,16775,23132","24465,22609,93282,22952,25328,21334,6152,101115,82069","402491,13741,19021,21622,300197,20254,84474,24432,400304,101289,20260","5533,101853,21199,23198,101843,8505,26515,12415,23356,22262,22137,24923",0,0.0,"20260,20260",2.0,2.0,"200076,25328",4.0,"13741,84474,20260,21199",0.0,0,0.0,0,2.89,2.93,2.8
30415,2021-04-25,Round 32,First Division,Sevilla,Granada,2-1,2,1,Estadio Ramón Sánchez-Pizjuán,De Burgos Bengoetxea,Lopetegui,Diego Martínez,2,1,"101861,1251,28000,84324,29160,97612,8548,84013,19975,82287,93439","18024,301804,20092,78077,19973,95741,16773,25297,12532,9392,25430,21991","70320,6306,15258,400231,22972,24302,22846,82257,25057,401521,24320","18052,4158,2364,6348,401424,15222,24110,25227,8658,302241,24862","8548,82287",2.0,2364,1.0,2.0,"84324,29160",3.0,"25057,401521,4158",0.0,0,0.0,0,2.0988405797101444,3.774585253456221,6.020769230769231
30418,2021-04-25,Round 32,First Division,Villarreal,Barcelona,1-2,1,2,Estadio de la Cerámica,Del Cerro Grande,Emery,Koeman,1,2,"4062,25374,23355,2290,7010,200072,24868,6164,91017,8675,300522","8678,8470,15094,95573,24317,18174,25060,15206,12615,23095,304049,27657","93292,25535,20977,28062,944,9333,78218,25651,6857,1753,12581","300367,21908,84451,26746,97835,25414,20593,27752,82259,24108,22923",24868,1.0,"12581,12581",2.0,2.0,"23355,2290",3.0,"20977,6857,12581",1.0,200072,0.0,0,4.73,4.28,1.66
30412,2021-04-26,Round 32,First Division,Eibar,Real Sociedad,0-1,0,1,Estadio Municipal de Ipurua,Figueroa Vázquez,Mendilibar,Imanol,0,1,"20128,20084,100161,70057,8510,22450,4141,8609,6238,9395,21682","26062,28184,13772,12422,12608,21458,12496,100320,70520,93456,302245,22248","201983,22358,22404,22240,1068,22483,22429,22759,22053,300527,26262","22047,22051,201044,91024,22049,25619,20920,22318,22634",0,0.0,26262,1.0,5.0,"70057,8510,8609,21682,26062",1.0,22483,0.0,0,0.0,0,4.11,3.46,1.94
30430,2021-04-30,Round 34,First Division,Celta de Vigo,Levante,2-0,2,0,Balaidos,Jaime Latre,Coudet,Paco López,2,0,"102347,100426,20840,401404,25612,21041,78168,100420,18067,6326,300046","84017,12214,20079,20289,23137,8733,22803,22585","23213,200053,15213,20054,20047,301796,202422,20252,22695,22355,300529","82720,101054,300055,12518,301763,201045,24036,12598,25298,9404","21041,12214",2.0,0,0.0,2.0,"100426,20840",2.0,"15213,202422",0.0,0,0.0,0,2.518088235294118,3.774585253456221,5.431875000000002
30431,2021-05-01,Round 34,First Division,Eibar,Alavés,3-0,3,0,Estadio Municipal de Ipurua,Munuera Montero,Mendilibar,Calleja,3,0,"20128,13772,100161,70057,8510,22450,28184,6238,9395,21682,12422","93456,70520,26062,12496,12608,21458,100320,302245,4141,22248,24991,28768","7502,300415,28148,13748,12435,8665,12421,70347,400405,12511,9301","91034,16310,83107,202425,25646,302291,24450,100006,19119,11543","9395,9395,9395",3.0,0,0.0,0.0,0,2.0,"12421,70347",0.0,0,0.0,0,3.374375,3.774585253456221,5.75403846153846
30433,2021-05-01,Round 34,First Division,Huesca,Real Sociedad,1-0,1,0,Estadio El Alcoraz,Mateu Lahoz,Pacheta,Imanol,1,0,"21334,301806,24465,200430,26625,20173,22333,6152,200076,16775,23132","6163,22952,22609,2217,82069,4079,93282,101115,9405","201983,22358,22404,202438,1068,22483,22429,91024,22053,300527,26262","537,22759,201044,22047,2010,22049,25619,22051,20920,22318",16775,1.0,0,0.0,2.0,"200430,22333",2.0,"22358,201044",0.0,0,0.0,0,3.4505882352941177,3.774585253456221,2.796197183098592
30434,2021-05-01,Round 34,First Division,Real Madrid,Osasuna,2-0,2,0,Estadio Alfredo Di Stéfano,Cuadra Fernández,Zidane,Arrasate,2,0,"13727,202439,13709,20583,1879,23598,16331,20660,16806,95685,12426","200113,300520,27970,25618,304051,20659,92802,18002,301239,23806","201971,302292,100312,201018,22773,21427,22606,8752,301767,300174,21481","27214,19024,15,201014,20098,20120,86177,201317,8513,12479,100463,300477","20583,16331",2.0,0,0.0,0.0,0,2.0,"21427,8513",0.0,0,0.0,0,1.4486363636363642,3.774585253456221,5.013714285714285
30439,2021-05-01,Round 34,First Division,Elche,Atlético de Madrid,0-1,0,1,Estadio Martínez Valero,Melero López,Escribá,Simeone,0,1,"95715,29916,402478,16786,402078,12544,19003,15095,23370,301250,27250","402377,1637,8492,204,300440,300473,8650,82609,402106,21701,301224,20780","18149,84086,20150,95524,15204,82276,22037,82564,18027,20017,95495","29006,101062,12503,20535,19830,27213,70087,91108,200278,90987",0,0.0,22037,1.0,3.0,"301250,27250,204",3.0,"95524,82276,82564",0.0,0,0.0,0,4.381568627450979,3.774585253456221,2.267058823529412
30432,2021-05-02,Round 34,First Division,Granada,Cádiz,0-1,0,1,Estadio Nuevo Los Carmenes,Díaz de Mera,Diego Martínez,Álvaro Cervera,0,1,"15222,15258,400231,22972,401424,22846,4158,82257,18052,401521,6348","25057,6306,8658,24320,2364,24110,25227,302241,29122,23554,24862,20833","28767,401449,301231,6288,301762,22082,401011,400345,28766,7569,4027","201113,21002,90721,8750,101852,101826,23089,25432,18065,6142,22172,22453",0,0.0,7569,1.0,6.0,"15222,401424,4158,82257,24320,2364",2.0,"7569,4027",1.0,2364,0.0,0,3.1973684210526314,3.774585253456221,6.852499999999999
30436,2021-05-02,Round 34,First Division,Valencia,Barcelona,2-3,2,3,Camp de Mestalla,Sánchez Martínez,Gracia,Koeman,2,3,"20232,22681,23542,15211,301280,302283,20818,82701,23146,70068,20265","28075,15209,22997,301736,84012,22949,23516,200107,23558,24250,97661,26778","93292,25535,28062,21908,944,9333,78218,25651,6857,1753,12581","300367,26746,97835,97737,84451,25414,20593,27752,82259,24108,20977,22923","15211,23146",2.0,"1753,12581,1753",3.0,2.0,"302283,20818",1.0,93292,0.0,0,0.0,0,2.702615384615384,3.774585253456221,1.9907042253521128
30437,2021-05-02,Round 34,First Division,Valladolid,Betis,1-1,1,1,E.M. José Zorrilla,Pizarro Gómez,Sergio,Pellegrini,1,1,"2349,24053,402016,29328,22258,21222,8478,200585,12484,101009,28787","95713,6146,22451,102234,22951,300050,200573,401141,24419,201312,301125,100397","442,22973,82607,12480,21475,27658,4149,8496,82254,23106,102337","24095,1288,300494,12501,22843,12397,12409,15234,70061,301828,23675",28787,1.0,23106,1.0,2.0,"22258,95713",6.0,"22973,82607,12480,4149,82254,23675",0.0,0,0.0,0,3.4554545454545456,3.774585253456221,3.812142857142857
30438,2021-05-02,Round 34,First Division,Villarreal,Getafe,1-0,1,0,Estadio de la Cerámica,Estrada Fernández,Emery,Bordalás,1,0,"4062,8470,25060,23355,24317,8678,24868,6164,91017,23257,300522","95573,15094,8675,15206,304049,18174,2290,7010,18046,12615,23095,27657","402491,21199,13741,19021,21622,300197,20254,84474,24432,101289,20260","5533,26515,23198,101843,8505,101853,12415,22262,22137,24923,29691,43253",15094,1.0,0,0.0,1.0,25060,2.0,"20254,24432",0.0,0,0.0,0,2.0426865671641785,3.774585253456221,4.877101449275364
30435,2021-05-03,Round 34,First Division,Sevilla,Athletic Club,0-1,0,1,Estadio Ramón Sánchez-Pizjuán,Gil Manzano,Lopetegui,Marcelino,0,1,"101861,1251,28000,84324,29160,97612,8548,84013,19975,82287,20092","301804,93439,18024,25297,19973,20293,95741,78077,16773,12532,9392,25430","22117,202395,22336,8502,20795,9277,19025,16832,20792,2294,22162","43075,100466,202398,202397,20793,21109,202401,22337,20796,304036",0,0.0,202397,1.0,1.0,28000,0.0,0,0.0,0,0.0,0,2.0988405797101444,3.774585253456221,3.0643333333333334
30447,2021-05-07,Round 35,First Division,Real Sociedad,Elche,2-0,2,0,Anoeta,Cordero Vega,Imanol,Escribá,2,0,"201983,22358,22404,202438,1068,537,22429,22049,91024,22053,26262","300527,22759,22483,22047,2010,201044,12582,22240,25619,22051,20920","95715,204,29916,16786,8650,402377,12544,19003,82609,301250,27250","402106,8492,21701,15095,84408,300473,402078,1637,300440,23370,301224,402478","202438,22053",2.0,0,0.0,1.0,22429,3.0,"95715,204,12544",0.0,0,1.0,19003,1.9957971014492757,3.774585253456221,7.960384615384613
30440,2021-05-08,Round 35,First Division,Alavés,Levante,2-2,2,2,Mendizorrotza,Del Cerro Grande,Calleja,Paco López,2,2,"7502,300415,13748,12435,301809,8665,16310,12421,70347,202425,9301","400405,28148,12511,83107,29650,302291,24450,91034,100006,25646,19119,12821","23213,101054,20047,200053,301796,202422,82903,22695,22355,301763,25298","20252,15213,20054,82720,24036,201045,12598,12518,300529,300055,9404","16310,9301",2.0,"301763,301763",2.0,2.0,"70347,202425",1.0,22695,0.0,0,0.0,0,3.5730769230769237,3.774585253456221,5.431875000000002
30441,2021-05-08,Round 35,First Division,Athletic Club,Osasuna,2-2,2,2,San Mamés,Pizarro Gómez,Marcelino,Arrasate,2,2,"22117,201038,22336,8502,20795,9277,19025,16832,20792,20793,22162","100466,202401,2294,202397,21109,22337,43075,20796","201971,100312,100463,201018,86177,22606,8752,300174,20098,19024,27214","301767,201014,300477,302292,21481,20120,201317,12479,15,12440,22597,21427","20792,20793",2.0,"20098,27214",2.0,1.0,20795,2.0,"8752,20098",0.0,0,0.0,0,2.500694444444444,3.774585253456221,5.013714285714285
30442,2021-05-08,Round 35,First Division,Barcelona,Atlético de Madrid,0-0,0,0,Camp Nou,Mateu Lahoz,Koeman,Simeone,0,0,"93292,25535,20977,28062,944,9333,78218,25651,6857,1753,12581","84451,26746,300367,21908,97835,97737,82667,25414,20593,82259,24108,22923","18149,84086,20150,29006,95524,82276,22037,82564,12503,20017,95495","101062,18027,20535,19830,15204,27213,25431,70087,91108,200278,90987",0,0.0,0,0.0,3.0,"944,9333,26746",3.0,"29006,12503,101062",0.0,0,0.0,0,1.425970149253731,3.774585253456221,2.267058823529412
30445,2021-05-08,Round 35,First Division,Cádiz,Huesca,2-1,2,1,Estadio Ramón de Carranza,Hernández Hernández,Álvaro Cervera,Pacheta,2,1,"28767,401449,301231,101826,301762,22082,400345,28766,90721,25432,8750","201113,21002,4027,7569,200426,101852,23089,18065,6142,23739,23474,22453","21334,301806,24465,26625,82069,20173,6152,200076,6163,16775,23132","2217,25328,22609,22952,93282,4079,20046,101115,9405",101826,1.0,23132,1.0,4.0,"401449,301762,400345,28766",0.0,0,0.0,0,0.0,0,4.334285714285714,3.774585253456221,5.446111111111112
30444,2021-05-09,Round 35,First Division,Getafe,Eibar,0-1,0,1,Coliseum Alfonso Pérez,Alberola Rojas,Bordalás,Mendilibar,0,1,"402491,13741,19021,21622,300197,20254,84474,24432,400304,101289,20260","22262,101853,23198,5533,101843,8505,26515,12415,21199,24923","20128,13772,100161,70057,8510,22450,28184,6238,9395,21682,12422","8609,12608,21458,301062,12496,100320,70520,26062,93456,302245,4141,22248",0,0.0,8609,1.0,1.0,300197,2.0,"6238,9395",0.0,0,0.0,0,3.1290000000000004,3.774585253456221,4.934705882352941
30446,2021-05-09,Round 35,First Division,Real Madrid,Sevilla,2-2,2,2,Estadio Alfredo Di Stéfano,Martínez Munuera,Zidane,Lopetegui,2,2,"13727,202439,200113,20583,1879,22396,16331,18002,92802,20660,12426","16806,304051,95685,20659,25618,300520,301239,23806,23598","101861,1251,28000,84324,29160,97612,8548,301804,84013,19975,82287","93439,25297,78077,19973,20092,20293,300366,95741,12532,9392,18024,25430","16806,95685",2.0,"84013,8548",2.0,1.0,16331,2.0,"19975,78077",0.0,0,0.0,0,1.4486363636363642,3.774585253456221,3.430857142857142
30448,2021-05-09,Round 35,First Division,Valencia,Valladolid,3-0,3,0,Camp de Mestalla,Gil Manzano,Voro,Sergio,3,0,"20232,22681,23542,28075,15211,301280,23558,82701,23146,70068,20265","200107,301766,22997,20818,15209,301736,302283,84012,22949,24250,97661,26778","300050,95713,29328,22258,21222,8478,200585,301125,101009,22951,28787","6146,201312,201313,24419,22451,2349,200573,401141,21033,102234,100397,402016","20265,20265,22681",3.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,2.702615384615384,3.774585253456221,6.2274285714285735
30449,2021-05-09,Round 35,First Division,Villarreal,Celta de Vigo,2-4,2,4,Estadio de la Cerámica,Medié Jiménez,Emery,Coudet,2,4,"4062,18046,25060,2290,24317,8678,200072,6164,91017,15094,27657","95573,23257,7010,8675,300522,18174,8470,23355,15206,12615,23095,304049","102347,12600,43007,20289,23137,21041,12214,20079,100420,18067,300046","25612,26681,100426,84017,6326,8733,22803,22585,12820","8678,8675",2.0,"18067,18067,21041,12214",4.0,4.0,"4062,24317,6164,15094",2.0,"20289,84017",2.0,"18174,8470",1.0,84017,2.0426865671641785,3.774585253456221,4.097
30443,2021-05-10,Round 35,First Division,Betis,Granada,2-1,2,1,Benito Villamarín,Soto Grado,Pellegrini,Diego Martínez,2,1,"442,22973,12480,12397,21475,27658,70061,8496,23106,1288,102337","4149,303958,300494,22845,12501,22843,12409,15234,301828,24095,23675","15222,15258,29122,400231,401424,22846,4158,82257,18052,401521,24320","8658,6306,6348,24110,22972,70320,25227,302241,23554,24605,24862","102337,102337",2.0,18052,1.0,2.0,"12480,1288",4.0,"401424,4158,401521,24110",0.0,0,0.0,0,2.45514705882353,3.774585253456221,6.020769230769231
30455,2021-05-11,Round 36,First Division,Levante,Barcelona,3-3,3,3,Estadio Ciutat de Valencia,Munuera Montero,Paco López,Koeman,3,3,"201045,101054,15213,20054,20047,12598,202422,20252,22355,301763,300529","82903,12518,25298,20949,9404,82720,24036,200053,300055,301796,22695,23213","93292,28062,21908,944,9333,78218,25651,6857,84451,1753,12581","300367,25414,82667,25535,20977,97835,97737,20593,82259,24108,26746,22923","202422,301763,12518",3.0,"1753,25651,84451",3.0,2.0,"22355,301763",3.0,"28062,78218,93439",0.0,0,0.0,0,13.37,7.97,1.18
30456,2021-05-11,Round 36,First Division,Osasuna,Cádiz,3-2,3,2,Estadio El Sadar,Jaime Latre,Arrasate,Álvaro Cervera,3,2,"20120,302292,201018,201317,22773,21427,8752,301767,8513,21481,27214","300174,300477,201014,22606,86177,201971,20098,19024,12479,100463,15,12440","101852,401449,301231,6142,101826,23739,201113,28766,7569,25432,8750","23089,21002,200426,4027,28767,22082,18065,90721,23474,22453","27214,27214,300174",3.0,"25432,200426",2.0,2.0,"302292,201018",2.0,"401449,23739",0.0,0,0.0,0,1.78,3.59,4.77
30459,2021-05-11,Round 36,First Division,Elche,Alavés,0-2,0,2,Estadio Martínez Valero,González Fuertes,Escribá,Calleja,0,2,"95715,29916,402478,16786,402078,402377,12544,82609,15095,84408,27250","1637,300440,8492,301250,300473,8650,23370,402106,204,21701,301224,27985","7502,28148,13748,12435,301809,16310,100006,12421,400405,202425,9301","83107,8665,29650,300415,302291,24450,12511,91034,25646,26707,20175,19119",0,0.0,"9301,202425",2.0,2.0,"95715,82609",4.0,"12421,400405,83107,24450",0.0,0,0.0,0,2.94,2.9,2.75
30450,2021-05-12,Round 36,First Division,Atlético de Madrid,Real Sociedad,2-1,2,1,Estadio Metropolitano,Cuadra Fernández,Simeone,Imanol,2,1,"18149,84086,20150,29006,95524,82276,22037,101062,12503,20017,95495","18027,25431,20535,19830,15204,27213,70087,91108,200278,90987","201983,201044,25619,202438,1068,22483,22049,22759,22053,300527,26262","22240,22051,23755,22047,20920,2010,12582,91024,22429,22358,537,22404","82276,20017",2.0,22240,1.0,0.0,0,0.0,0,0.0,0,0.0,0,1.66,3.74,5.78
30451,2021-05-12,Round 36,First Division,Celta de Vigo,Getafe,1-0,1,0,Balaidos,Melero López,Coudet,Bordalás,1,0,"102347,100426,43007,25612,23137,21041,20079,100420,18067,6326,300046","12214,12600,26681,8733,22803,22585,12820,43005","402491,21199,13741,101853,19021,21622,20254,24432,23198,5533,20260","101289,26515,101843,28090,8505,400304,84474,22262,22137,24923,43253",300046,1.0,0,0.0,1.0,100420,3.0,"13741,101853,21622",0.0,0,0.0,0,2.78,2.99,2.84
30454,2021-05-12,Round 36,First Division,Huesca,Athletic Club,1-0,1,0,Estadio El Alcoraz,Figueroa Vázquez,Pacheta,Marcelino,1,0,"21334,301806,24465,200430,26625,20173,22333,6152,200076,16775,23132","2217,22952,6163,25328,22609,4079,93282,101115,82069,9405","22117,201038,22336,8502,9277,202401,100466,16832,20792,20793,22162","2294,20795,19025,202397,21109,300444",16775,1.0,0,0.0,0.0,0,1.0,202401,0.0,0,0.0,0,3.4505882352941177,3.774585253456221,3.0643333333333334
30457,2021-05-12,Round 36,First Division,Sevilla,Valencia,1-0,1,0,Estadio Ramón Sánchez-Pizjuán,Estrada Fernández,Lopetegui,Voro,1,0,"101861,1251,28000,84324,9392,19973,25297,301804,78077,19975,20092","84013,8548,82287,29160,97612,20293,300366,95741,93439,12532,18024,25430","20232,22681,23542,22949,15211,302283,20818,23146,24250,70068,20265","97661,301280,15209,200107,26778,301736,84012,22997,28075,23516,82701,23558",20092,1.0,0,0.0,2.0,"9392,78077",2.0,"15211,23146",0.0,0,0.0,0,1.6,4.07,5.66
30452,2021-05-13,Round 36,First Division,Eibar,Betis,1-1,1,1,Estadio Municipal de Ipurua,Díaz de Mera,Mendilibar,Pellegrini,1,1,"20128,13772,100161,70057,8510,22450,28184,6238,9395,21682,12422","22248,8609,4141,26062,12608,21458,301062,12496,100320,70520,93456,302245","442,22973,12480,12397,301828,27658,4149,82254,22845,300494,102337","8496,303958,24095,23106,12501,12409,15234,1288,23675,82607,24826,21475",12422,1.0,4149,1.0,3.0,"13772,70057,6238",1.0,22973,0.0,0,0.0,0,2.8,3.36,2.55
30453,2021-05-13,Round 36,First Division,Granada,Real Madrid,1-4,1,4,Estadio Nuevo Los Carmenes,Gil Manzano,Diego Martínez,Zidane,1,4,"70320,15258,29122,400231,401424,8658,24110,82257,18052,401521,6348","22972,25227,302241,24320,23554,15222,24605,20833","13727,200113,20583,304051,22396,16331,18002,22714,20660,25618,12426","16806,301239,300520,95685,202439,20659,92802,23806,23598",6348,1.0,"18002,25618,202439,12426",4.0,3.0,"24110,6348,25227",3.0,"200113,20583,18002",0.0,0,0.0,0,3.1973684210526314,3.774585253456221,1.9064788732394364
30458,2021-05-13,Round 36,First Division,Valladolid,Villarreal,0-2,0,2,E.M. José Zorrilla,De Burgos Bengoetxea,Sergio,Emery,0,2,"2349,95713,402016,29328,200573,100397,102234,21033,200585,101009,28787","8478,401141,22451,6146,301125,300050,21222,24053,201313,24419,201312,22951","4062,18046,23355,2290,23095,8678,200072,6164,91017,8675,300522","304049,15094,7010,25060,15206,23257,24317,12615,18392,27657",0,0.0,"8675,91017",2.0,3.0,"29328,401141,6146",1.0,91017,0.0,0,0.0,0,4.42,3.75,1.79
30460,2021-05-16,Round 37,First Division,Alavés,Granada,4-2,4,2,Mendizorrotza,Sánchez Martínez,Calleja,Diego Martínez,4,2,"7502,28148,13748,12435,301809,16310,12421,70347,202425,12511,9301","100006,25646,91034,29650,300415,302291,24450,83107,26707,19119,11543,12821","15222,15258,29122,22972,302241,401424,24110,82257,23554,6348,24320","400231,8658,25227,401521,18052,70320,24605,24862","16310,301809,9301,202425",4.0,"6348,401521",2.0,3.0,"100006,25059,91034",4.0,"29122,22972,401424,24110",0.0,0,0.0,0,1.83,3.41,4.8
30461,2021-05-16,Round 37,First Division,Athletic Club,Real Madrid,0-1,0,1,San Mamés,Mateu Lahoz,Marcelino,Zidane,0,1,"22117,202395,201038,8502,20795,9277,300444,19025,20792,20793,202397","2294,22162,16832,202401,100466,21109,22336,22337","13727,202439,200113,20583,304051,22396,16331,18002,20660,25618,12426","95685,16806,20659,1879,300520,301239,23806,23598",0,0.0,200113,1.0,3.0,"201038,19025,2294",1.0,200113,1.0,2294,0.0,0,5.67,4.34,1.57
30462,2021-05-16,Round 37,First Division,Atlético de Madrid,Osasuna,2-1,2,1,Estadio Metropolitano,Martínez Munuera,Simeone,Arrasate,2,1,"18149,84086,20150,29006,95524,82276,22037,101062,12503,20017,95495","20535,18027,91108,70087,25431,19830,15204,27213,200278,90987","201971,100463,201018,201317,86177,22606,301767,20098,19024,201014,27214","300174,21481,8752,300477,20120,8513,12440,21427,22773","25431,95495",2.0,27214,1.0,2.0,"95524,95495",2.0,"20098,27214",0.0,0,0.0,0,1.22,6.28,13.75
30463,2021-05-16,Round 37,First Division,Barcelona,Celta de Vigo,1-2,1,2,Camp Nou,De Burgos Bengoetxea,Koeman,Coudet,1,2,"93292,28062,21908,944,9333,26746,25651,6857,84451,1753,12581","25535,82667,20593,25414,97737,97835,27752,82259,24108,22923","102347,100426,43007,20289,23137,21041,20079,100420,18067,6326,300046","12820,12214,22803,8733,25612,22585",1753,1.0,"18067,18067",2.0,2.0,"28062,25414",2.0,"43007,21041",1.0,28062,0.0,0,1.22,6.99,11.53
30464,2021-05-16,Round 37,First Division,Betis,Huesca,1-0,1,0,Benito Villamarín,González Fuertes,Pellegrini,Pacheta,1,0,"442,22973,12480,12397,21475,303958,27658,8496,82254,1288,102337","24095,4149,22845,300494,12501,12409,15234,70061,301828,23675,82607,23106","21334,301806,24465,200430,26625,20173,22333,6152,200076,16775,23132","82069,2217,22609,25328,6163,4079,22952,93282,101115,9405",102337,1.0,0,0.0,1.0,22845,5.0,"24465,20173,6152,200076,16775",0.0,0,1.0,25328,2.04,3.48,3.71
30465,2021-05-16,Round 37,First Division,Getafe,Levante,2-1,2,1,Coliseum Alfonso Pérez,Cordero Vega,Bordalás,Paco López,2,1,"402491,13741,19021,21622,300197,20254,84474,24432,23198,5533,20260","101289,400304,21482,26515,21199,101843,28090,8505,101853,22262,22137,24923","23213,9404,20047,15213,301796,202422,82903,22695,22355,301763,25298","20949,20054,12518,101054,300529,201045,82720,24036,12598,20252,300055","23198,26515",2.0,202422,1.0,5.0,"402491,84474,21482,26515,21199",0.0,0,1.0,300197,0.0,0,1.64,3.8,5.82
30466,2021-05-16,Round 37,First Division,Cádiz,Elche,1-3,1,3,Estadio Ramón de Carranza,Soto Grado,Álvaro Cervera,Escribá,1,3,"101852,22453,101826,301762,23739,22082,400345,28766,90721,25432,8750","6142,7569,4027,18065,21002,28767,201113,200426,23089,26509,27969,40270","95715,204,8650,402078,402377,12544,19003,82609,8492,301250,27250","15095,29916,301224,84408,300473,1637,300440,23370,16786,402106,21701,402478",400345,1.0,"301250,402078,12544",3.0,3.0,"301762,22082,8750",4.0,"8650,402078,402377,12544",0.0,0,0.0,0,4.334285714285714,3.774585253456221,7.960384615384613
30467,2021-05-16,Round 37,First Division,Real Sociedad,Valladolid,4-1,4,1,Anoeta,Del Cerro Grande,Imanol,Sergio,4,1,"201983,22358,22404,202438,1068,537,22429,12582,91024,22053,26262","22483,22047,300527,201044,20920,2010,22240,22049,25619,22051,22759","300050,24053,402016,22258,21222,301125,201312,101009,24419,22951,201313","28787,22451,21033,8478,2349,6146,200573,200585,95713,102234,100397,24230","26262,26262,537,91024",4.0,22451,1.0,2.0,"91024,22047",5.0,"21222,301125,24419,22451,21033",0.0,0,1.0,2349,1.47,4.31,7.45
30468,2021-05-16,Round 37,First Division,Valencia,Eibar,4-1,4,1,Camp de Mestalla,Pizarro Gómez,Voro,Mendilibar,4,1,"20232,22681,23542,28075,15211,301280,23558,82701,23146,70068,20265","97661,84012,20818,24250,15209,301736,302283,22949,22997,23516,200107,301766","20128,13772,100161,70057,22248,8510,22450,8609,28184,9395,26062","6238,12422,20084,21682,302245,12608,301062,12496,100320,70520,93456,4141","70068,23146,23146,70068",4.0,21682,1.0,0.0,0,0.0,0,0.0,0,0.0,0,2.26,3.47,3.19
30469,2021-05-16,Round 37,First Division,Villarreal,Sevilla,4-0,4,0,Estadio de la Cerámica,Cuadra Fernández,Emery,Lopetegui,4,0,"4062,25060,23355,2290,7010,8678,200072,6164,15094,8675,15206","12615,304049,27657,95573,23257,24317,300522,18046,23095,18392","101861,1251,28000,84324,29160,97612,8548,84013,19975,82287,93439","18024,25297,20092,19973,78077,20293,300366,95741,16773,12532,9392,25430","15206,15206,8675,15206",4.0,0,0.0,0.0,0,2.0,"28000,29160",0.0,0,1.0,28000,2.21,3.67,3.1
30474,2021-05-21,Round 38,First Division,Levante,Cádiz,2-2,2,2,Estadio Ciutat de Valencia,Estrada Fernández,Paco López,Álvaro Cervera,2,2,"23213,24036,20054,20047,12598,202422,82903,20252,22355,25298,300529","9404,301796,301763,20935,22695,201045,82720,12518,300055,101054,26923,27563","101852,401449,301231,6142,301762,18065,400345,28766,7569,200426,4027","40270,23089,201113,90721,21002,28767,101826,25432,23474,26509,27969,22453","300529,202422",2.0,"4027,301231",2.0,0.0,0,2.0,"7569,4027",0.0,0,0.0,0,3.615714285714287,3.774585253456221,6.852499999999999
30470,2021-05-22,Round 38,First Division,Celta de Vigo,Betis,2-3,2,3,Balaidos,Gil Manzano,Coudet,Pellegrini,2,3,"102347,100426,43007,20289,23137,21041,20079,100420,18067,6326,300046","22803,12214,26424,101372,12600,84017,78168,8733,25612,401404,22585,12820","442,22973,12480,12397,21475,303958,27658,4149,82254,23106,102337","24095,70061,301828,22845,300494,12501,300052,12409,15234,1288,23675,82607","6326,21041",2.0,"102337,82254,23675,12480",4.0,6.0,"43007,21041,100420,6326,300046,12214",6.0,"442,12480,4149,301828,22845,300494",0.0,0,1.0,300494,3.27,3.73,2.11
30471,2021-05-22,Round 38,First Division,Eibar,Barcelona,0-1,0,1,Estadio Municipal de Ipurua,Jaime Latre,Mendilibar,Koeman,0,1,"12608,13772,100161,70057,70520,22450,6238,9395,93456,21682,12422","4141,301062,12496,100320,20084,21458,26062,8510,8609,302245,22248,22469","97835,25535,20977,21908,24108,26746,78218,6857,20593,84451,12581","82667,97737,9333,25414,82259,944,27752,24589,21892,22923",0,0.0,12581,1.0,0.0,0,3.0,"21908,24108,6857",0.0,0,0.0,0,5.09,4.68,1.57
30473,2021-05-22,Round 38,First Division,Huesca,Valencia,0-0,0,0,Estadio El Alcoraz,Cuadra Fernández,Pacheta,Voro,0,0,"21334,301806,24465,200430,26625,22333,6152,200076,22609,16775,23132","82069,2217,93282,22952,9405,4079,6163,101115","20232,22681,23542,28075,15211,302283,23558,20818,23146,70068,20265","200107,84012,26778,24250,301736,22949,15209,22997,301280,23516,82701,97661",0,0.0,0,0.0,2.0,"24465,200076",1.0,23542,0.0,0,0.0,0,1.75,3.93,4.5
